speaker_id,accent,word,distance,n_ref,speaker_dur,am_dur,norm_dist,all_dur
speaker_11,Nigerian,three,3.090134427399084,13,0.44,0.32,0.1404607,0.32538
speaker_11,Nigerian,years,1.7867933275405556,13,0.28,0.24154,0.1276281,0.25231
speaker_11,Nigerian,ago,2.626646594353763,13,0.38,0.32769,0.1382446,0.31154
speaker_11,Nigerian,and,23.76253154336863,13,1.1,0.31077,0.432046,0.36441
speaker_11,Nigerian,i've,2.2148377464398212,13,0.24,0.27385,0.1617578,0.23409
speaker_11,Nigerian,been,3.2041067803008585,13,0.22,0.11077,0.2912824,0.16423
speaker_11,Nigerian,working,8.155852119717133,13,0.56,0.27077,0.2912804,0.29885
speaker_11,Nigerian,in,3.3867790522086194,13,0.46,0.23692,0.1472513,0.22731
speaker_11,Nigerian,customer,5.21290850705124,13,0.52,0.29385,0.2004965,0.34769
speaker_11,Nigerian,service,7.730290467487014,12,0.54,0.415,0.2863071,0.47224
speaker_11,Nigerian,clients,5.204246944373922,13,0.42,0.47538,0.2189489,0.55115
speaker_11,Nigerian,facing,4.473114040302043,5,0.48,0.228,0.1863798,0.3288
speaker_11,Nigerian,since,2.522478410753111,13,0.36,0.32154,0.1401377,0.36078
speaker_11,Nigerian,then,3.3068794253178018,13,0.48,0.40923,0.1377866,0.4284
speaker_11,Nigerian,most,12.668885332181665,13,0.92,0.41231,0.2754106,0.40077
speaker_11,Nigerian,recently,3.039260852926707,13,0.4,0.43846,0.138633,0.47923
speaker_11,Nigerian,was,2.2720810827232936,13,0.22,0.17231,0.2065528,0.1949
speaker_11,Nigerian,at,1.996168404691735,13,0.14,0.16769,0.2380751,0.19373
speaker_11,Nigerian,a,1.017685878877228,13,0.1,0.11077,0.1837488,0.094
speaker_11,Nigerian,financial,2.5158192493451343,13,0.38,0.30923,0.1324115,0.30173
speaker_11,Nigerian,firm,7.065684448086273,13,0.4,0.53692,0.2631917,0.52462
speaker_11,Nigerian,helping,14.24395622936396,13,0.94,0.50769,0.3030629,0.63654
speaker_11,Nigerian,on,2.206128977272545,1,0.18,0.02,0.2451254,0.08618
speaker_11,Nigerian,their,2.6698397132091887,13,0.24,0.22,0.2224866,0.32392
speaker_11,Nigerian,questions,4.0646532478129265,13,0.48,0.32615,0.1693606,0.33686
speaker_11,Nigerian,really,1.7587572378222125,13,0.18,0.23846,0.1475087,0.23774
speaker_11,Nigerian,enjoy,3.787604784289817,13,0.38,0.37385,0.1993476,0.3668
speaker_11,Nigerian,being,2.357841658284217,13,0.26,0.34154,0.1380718,0.30538
speaker_11,Nigerian,that,25.93876802377955,13,1.2,0.31231,0.4323128,0.3296
speaker_11,Nigerian,connection,3.710837245171874,13,0.44,0.34769,0.1686744,0.39654
